2026-06-17 00:10:55.273 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId= c.a.u.web.controller.TraceIdFilter - Starting request: POST /user/basic/queryUserInfo.json
2026-06-17 00:10:55.303 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId= c.a.usercenter.web.aspect.LoggingAspect - Entering: JwtUtil.extractToken(..)
2026-06-17 00:10:55.320 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId= c.a.usercenter.web.aspect.LoggingAspect - Exiting: JwtUtil.extractToken(..) (3ms)
2026-06-17 00:10:55.331 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId= c.a.usercenter.web.aspect.LoggingAspect - Entering: JwtUtil.validate(..)
2026-06-17 00:10:55.421 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId= c.a.usercenter.web.aspect.LoggingAspect - Exiting: JwtUtil.validate(..) (90ms)
2026-06-17 00:10:55.422 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId= c.a.usercenter.web.aspect.LoggingAspect - Entering: JwtUtil.parse(..)
2026-06-17 00:10:55.430 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId= c.a.usercenter.web.aspect.LoggingAspect - Exiting: JwtUtil.parse(..) (8ms)
2026-06-17 00:10:55.542 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 c.a.usercenter.web.aspect.LoggingAspect - Entering: UserBasicController.queryUserInfo(..)
2026-06-17 00:10:55.576 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 c.a.usercenter.web.aspect.LoggingAspect - Entering: UserServiceImpl.queryUserInfo(..)
2026-06-17 00:10:55.586 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 c.a.usercenter.web.aspect.LoggingAspect - Entering: UserServiceTemplate.execute(..)
2026-06-17 00:10:55.590 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 USER-BIZ-SERVICE - service request[[com.alipay.usercenter.common.service.facade.request.QueryUserInfoRequest@4d389768]
2026-06-17 00:10:55.593 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 c.a.usercenter.web.aspect.LoggingAspect - Entering: UserInfoRepositoryImpl.queryUserInfo(..)
2026-06-17 00:10:56.562 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 c.a.usercenter.web.aspect.LoggingAspect - Exiting: UserInfoRepositoryImpl.queryUserInfo(..) (967ms)
2026-06-17 00:10:56.566 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 USER-BIZ-SERVICE - service result[[com.alipay.usercenter.common.service.facade.baseresult.UserBizResult@f00e48e]] [request =[com.alipay.usercenter.common.service.facade.request.QueryUserInfoRequest@4d389768]
2026-06-17 00:10:56.567 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 c.a.usercenter.web.aspect.LoggingAspect - Exiting: UserServiceTemplate.execute(..) (981ms)
2026-06-17 00:10:56.567 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 c.a.usercenter.web.aspect.LoggingAspect - Exiting: UserServiceImpl.queryUserInfo(..) (983ms)
2026-06-17 00:10:56.567 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 c.a.usercenter.web.aspect.LoggingAspect - Exiting: UserBasicController.queryUserInfo(..) (1007ms)
2026-06-17 00:10:56.614 INFO  [http-nio-0.0.0.0-8085-exec-10] service=iuser traceId=88a47399-fe76-4c6e-a411-94ae247eab8e userId=284740624875520 c.a.u.web.controller.TraceIdFilter - Finished request: POST /user/basic/queryUserInfo.json - Status: 200
2026-06-17 00:12:30.826 WARN  [HikariPool-1:housekeeper] service=iuser traceId= userId= com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m37s841ms).
2026-06-17 00:28:56.894 WARN  [HikariPool-1:housekeeper] service=iuser traceId= userId= com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m13s701ms).
2026-06-17 00:46:50.571 WARN  [HikariPool-1:housekeeper] service=iuser traceId= userId= com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m53s680ms).
2026-06-17 01:41:54.486 WARN  [HikariPool-1:housekeeper] service=iuser traceId= userId= com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=55m3s899ms).
2026-06-17 01:44:15.578 INFO  [http-nio-0.0.0.0-8085-exec-4] service=iuser traceId=04823892-d4e6-4599-87de-0021846dfd3f userId= c.a.u.web.controller.TraceIdFilter - Starting request: POST /user/basic/queryUserInfo.json
2026-06-17 01:44:15.661 INFO  [http-nio-0.0.0.0-8085-exec-4] service=iuser traceId=04823892-d4e6-4599-87de-0021846dfd3f userId= c.a.usercenter.web.aspect.LoggingAspect - Entering: JwtUtil.extractToken(..)
2026-06-17 01:44:15.674 INFO  [http-nio-0.0.0.0-8085-exec-4] service=iuser traceId=04823892-d4e6-4599-87de-0021846dfd3f userId= c.a.usercenter.web.aspect.LoggingAspect - Exiting: JwtUtil.extractToken(..) (7ms)
2026-06-17 01:44:15.683 INFO  [http-nio-0.0.0.0-8085-exec-4] service=iuser traceId=04823892-d4e6-4599-87de-0021846dfd3f userId= c.a.usercenter.web.aspect.LoggingAspect - Entering: JwtUtil.validate(..)
2026-06-17 01:44:16.040 INFO  [http-nio-0.0.0.0-8085-exec-4] service=iuser traceId=04823892-d4e6-4599-87de-0021846dfd3f userId= c.a.usercenter.web.aspect.LoggingAspect - Exiting: JwtUtil.validate(..) (357ms)
2026-06-17 01:44:16.041 INFO  [http-nio-0.0.0.0-8085-exec-4] service=iuser traceId=04823892-d4e6-4599-87de-0021846dfd3f userId= c.a.usercenter.web.aspect.LoggingAspect - Entering: JwtUtil.parse(..)
2026-06-17 01:44:16.052 INFO  [http-nio-0.0.0.0-8085-exec-4] service=iuser traceId=04823892-d4e6-4599-87de-0021846dfd3f userId= c.a.usercenter.web.aspect.LoggingAspect - Exiting: JwtUtil.parse(..) (11ms)
2026-06-17 01:44:16.342 INFO  [http-nio-0.0.0.0-8085-exec-4] service=iuser traceId=04823892-d4e6-4599-87de-0021846dfd3f userId=284740624875520 c.a.usercenter.web.aspect.LoggingAspect - Entering: UserBasicController.queryUserInfo(..)
